Date,Message,Sunsign,Count
11/27/2012,LEO : You may plan for some gardening today. You have accomplished your labor and you feel relaxed. Take your partner for a coffee today.,Leo,137
11/27/2012,VIRGO : There are many people around you who have not listened to you before. Work on your career relationship and financial goals today.,Virgo,138
11/27/2012,LIBRA : You have something to say but you don?t know whom to talk and where to start. Make the most of your limited resources today.,Libra,132
11/27/2012,SCORPIO : People will listen you today so speak today. Express your ideas and share your experiences and listen to others.,Scorpio,122
11/27/2012,SAGITARRIUS : You are earning but you need to spend it too. Spend your money wisely. Life has pleasant plans for you so go with the flow.,Sagittarius,137
11/27/2012,CAPRICORN : Wonderful time for socialising so plan for parties and meetings with your friends. Grab the opportunities that come to you.,Capricorn,135
11/27/2012,AQUARIUS : You may feel homely today. Instead of socialising you would rather prefer to be home with a good book beside you.,Aquarius,124
11/27/2012,PISCES : A cheerful day for you. Plan a get together with your friends lover or family. Chatting and gossiping has always been great for you.,Pisces,142
11/28/2012,ARIES : Beware of false people around you who smile and greet you but are secretly jealous of you. Try to be practical and analytical.,Aries,134
11/28/2012,TAURUS : Life has many nice opportunities for you. You have to just get in the car without worrying about the destination. ,Taurus,123
11/28/2012,GEMINI : Try to get rid of the material world. You have agreat capacity for learning. Learn communiacate and teach. Be gentle to others.,Gemini,137
11/28/2012,CANCER : You have been known for your soft and tenderness. There might be chances of quarrels with your partner but you'll tackle.,Cancer,130
11/28/2012,LEO : You need to be highly productive. You'll do things positively today. Be focused and attentive towards accomplishing your goals.,Leo,133
11/28/2012,VIRGO : Moon is lighting up your house of pleasure. Everything is passionate today. Spend time with your family. You may feel artistic today.,Virgo,141
11/28/2012,LIBRA : You may think to make some constructions at home. Expenses are likely to occur. Be careful while using carpentry tools.,Libra,127
11/28/2012,SCORPIO : You hold a power of persuasion today. You will win people today by your charm and words. Being diplomatic will help you today. ,Scorpio,137
11/28/2012,SAGITTARIUS : You may receive an award for your hard work. It may be in the form of money or gifts and far more than what you expected. ,Sagittarius,136
11/28/2012,CAPRICORN : You will realise that you are spending too much. Organize your finances have a close eye on them. Don't blame anyone else for this.,Capricorn,143
11/28/2012,AQUARIUS : You are not in a good mood today. Shouting or avenging someone wont help you. Try to be calm and think deeply.,Aquarius,121
11/28/2012,PISCES : You may miss your old days today. The dreams which you dreamt together with your friends. Having a get together will help.,Pisces,131
11/29/2012,ARIES : Your enthusiasm level is going to be high today. Maintain the same in your relationships also. Work towards making things better.,Aries,137
11/29/2012,TAURUS : Do everything that make your reputaion. Be analytical and find out what is good for you. Be a part of good causes.,Taurus,123
11/29/2012,GEMINI : You dream bigger and work hard to make them true. Try not to get dissuaded from your goal. You will be successful in achieving them.,Gemini,141
11/29/2012,CANCER : Your dreams keep you haunting. This is perfectly natural as you may think to act on them. Be thoughtful and passionate about them.,Cancer,139
11/29/2012,LEO : You need to be open-minded and should try new things in life. Give your partner some time. They need your company. ,Leo,121
11/29/2012,VIRGO : Take care of little things around you. Making slightest of mistakes can be costly for you so be careful. Understand all the directions.,Virgo,143
11/29/2012,LIBRA : Moon is bound to travel through your fifth house of romance. You might be in playful mood today. You may also plan to surprise someone.,Libra,143
11/29/2012,SCORPIO : Take a deep breath and relax for a while. Spending some time at home will help you lighten the work pressures.,Scorpio,120
11/29/2012,SAGITTARIUS : You may feel creative today. You may also act poetic today. Quite an entertaining and jubilant day for you.,Sagittarius,121
11/29/2012,CAPRICORN : Being positive in your darkest hours will help you out.  Take a walk watch good movies. You need a change of mind.,Capricorn,127
11/29/2012,AQUARIUS : Planning picnic with your family and friends will be better. There are loads of work around you and you are busy. Take a break.,Aquarius,138
11/29/2012,PISCES : You may feel lazy today. Go for a walk Enjoy shopping and pleasures of life all around. A lazy but entertaining day for you.,Pisces,134
11/30/2012,ARIES : Control over your aggressiveness. Remain calm and keep working. Spending time with partner at home will help you renew your soul.,Aries,137
11/30/2012,TAURUS : You may feel strssed today. Consult your friend partner or the  best person you have ever known. Be optimistic.,Taurus,121
11/30/2012,GEMINI : Accept the changes in your life. You may debate philosophically with your friends colleagues or associates today.,Gemini,123
11/30/2012,CANCER : Come out of your limitations. Try to maintain your temper during business transactions. Present your ideas intelligently.,Cancer,130
11/30/2012,LEO : You seek for love and tenderness today. You are in a dreamy mood today. Living in a world of fairy tale wont harm you today. ,Leo,131
11/30/2012,VIRGO : Listen to others. Be sensitive to the environment. Someone close may need you today. Be supportive and sharing. ,Virgo,120
11/30/2012,LIBRA : You are filled with fantasies today. Beware of forcing your opinions on others especially your loved ones. Watch your actions.,Libra,134
11/30/2012,SCORPIO : You are loaded with responsibities towards your work. This might be a tense day so apply your strength to keep things running smoothly.,Scorpio,145
11/30/2012,SAGITTARIUS : Something is going to happen today. Let your thoughts and ideas out but do not step on toes. Be tactful and diplomatic.,Sagittarius,134
11/30/2012,CAPRICORN : You may worry about your family today but actually you don't need to. Get over your dreams and think positive.,Capricorn,122
11/30/2012,AQUARIUS : You are struggling through financial battles. Do not let these things feel you sunken and disheartened. You also need to look over your relationships also.,Aquarius,166
11/30/2012,PISCES : You may seek for your own space today. Tomorrow will come soon with responsibiities that will bring you back. Be spontaneous.,Pisces,134
12/1/2012,ARIES : If you haven't figured out that you are in control over almost nothing in your life you might not like what you feel. ,Aries,126
12/1/2012,TAURUS : The bonds you have created earlier will now help pull you through rough times. Friends may come to you asking to have some fun.,Taurus,136
12/1/2012,GEMINI : You are a natural communicator and poet but you often overlook them seeking for career. You may feel creative today. ,Gemini,128
12/1/2012,CANCER : There's no harm in imagining a fabulous future for yourself and your loved ones. But beware of your enemies. ,Cancer,120
12/1/2012,LEO : The Venus- Saturn relationship will help you to have a relationship travel and communicate superbly. You'll have a great time with family.,Leo,145
12/1/2012,VIRGO : Your focus is likely to shift towards some personal arenas of life like home family and property. Family investments may be prior.,Virgo,139
12/1/2012,LIBRA : Expertise and knowledge lies in your sector. Mars in your sign will help you to move in partnerships and new affiliations.,Libra,130
12/1/2012,SCORPIO : Now since the last month of the year has begun finances and family values are at upswings. It?s the time for creative achievements.,Scorpio,142
12/1/2012,SAGITTARIUS : Work romance travel and collaborations are likely to fall in your sector. Your performance level is going to be at extreme.,Sagittarius,139
12/1/2012,CAPRICORN : You need to reach out people on global scale. You may think to enhance your contacts and communication as well.,Capricorn,123
12/1/2012,AQUARIUS : Your presence of mind will help you stand in a good stead. You will be successful in your efforts and will be able to sign new contracts.,Aquarius,148
12/1/2012,PISCES : Power progress  prosperity and position are all yours. Loans funds and investments will play a dominant part.,Pisces,121
12/2/2012,ARIES : You'll be renewed emotionally which will help you face challenges. Its time to hold your head up and display a positive attitude. ,Aries,140
12/2/2012,TAURUS : You'll need to work as a team to get things done today. A psychic bond seems to link you with your friends and associates. ,Taurus,131
12/2/2012,GEMINI : Trusting a family member can harm you. He may be at the heart of today's misinformation. So look before you leap. ,Gemini,122
12/2/2012,CANCER : Pay attention to your closed ones. They want to be heard. Romantic relationships may stumble as misunderstandings abound.,Cancer,134
12/2/2012,LEO : There could be some marital troubles. Learn to control over your temper and your authoritarian behaviour. Have patience.,Leo,126
12/2/2012,VIRGO : There is a stability as you move ahead with big plans. You are decisive and firm so you are ready to take all kinds of mental decisions.,Virgo,144
12/2/2012,LIBRA : There may be some family gatherings and you may meet someone whom you have not met since ages. A day of bondings.,Libra,121
12/2/2012,SCORPIO : Health needs attention. Money and honey both are in your favor. You can't avoid partying and socializing even if you want to.,Scorpio,135
12/2/2012,SAGITTARIUS : The new moon in your sector ensures all round growth in your personal and professional lives. Money will come your way.,Sagittarius,133
12/2/2012,CAPRICORN : You have to understand thinking negative will not help you out. Be positve and optimistic towards your life.,Capricorn,120
12/2/2012,AQUARIUS : Despite facing conflicts and confrontations you will be able to pursue your goals. You will be able to face the challenges.,Aquarius,135
12/2/2012,PISCES : Work and love are going to be your two prime motivators.Family home career all aspects of your life are energised.,Pisces,125
12/3/2012,ARIES : ÿPay attention to what seem like ridiculous details.  Make note of the way you feel and respond to your dreams.,Aries,121
12/3/2012,TAURUS : It's time to slow down a bit. Take your time and go easy. It's time to recharge your spiritual batteries again.,Taurus,121
12/3/2012,GEMINI : A sense of relief will come to you when you realize that no one has a better life than you. A pleasant day for you. ,Gemini,127
12/3/2012,CANCER : You may be the pioneer in your chosen field. Socially you can make a great deal of progress. Your diplomacy may help you. ,Cancer,133
12/3/2012,LEO : You are discouraged and tired. Your energies are low. You may feel burdened with the responsibilities. There may be a feeling world weariness.,Leo,148
12/3/2012,VIRGO : You are going to surprise everyone with your wisdom filled ideas. You are filled with confidence and it will help you reach stars.,Virgo,138
12/3/2012,LIBRA : You might spend wonderful moments with your beloved. You are feeling soft today. Focus on professional networking.,Libra,122
12/3/2012,SCORPIO : You are out of your delusions now and have a strong feeling that everything is going to be fine. You may feel optimistic today.,Scorpio,137
12/3/2012,SAGITTARIUS : Your positive approach will help you sustain happiness in relationships. It will also help you to focus on your work and profession.,Sagittarius,146
12/3/2012,CAPRICORN : Do not act egoistic as it may cost you. There are negotiations meetings collaborations new ties and settlements.,Capricorn,127
12/3/2012,AQUARIUS : The feeling of being popular and being appreciated will create a feel good factor inside you. There are consequent gains and rewards.,Aquarius,144
12/3/2012,PISCES : You gain much emotional support and happy bonding with your partner or spouse. True depth and caring in romance is expected today. ,Pisces,140
12/4/2012,ARIES : It's time to express your affection if you are in a romantic relationship. Take the time to do something nice. ,Aries,121
12/4/2012,TAURUS : You have the power to gain access to even the most secret places and information today. It?s a good time to start pacing yourself.,Taurus,129
12/4/2012,GEMINI : This is a great time to get together with your friends. Party with your friends. Tonight's meal is going to be best.,Gemini,128
12/4/2012,CANCER : You may receive appraisals from your superiors or important people in your community. A pleasantly surprising time.,Cancer,127
12/4/2012,LEO : Life has made its own cycle and its better to go with the flow. There might be new beginnings and new opportunities may come your way.,Leo,140
12/4/2012,VIRGO : Excellent time for new business deals and to sign new contracts. Move ahead. Use your foresightedness and wisdom.,Virgo,121
12/4/2012,LIBRA : Your prospects are bright today. You may plan for a get together with your friends. You are going to have quite a good time today.,Libra,138
12/4/2012,SCORPIO : You are in gratitude and in a contemplative mood. Socializing and meeting people at parties may boost your mood.,Scorpio,122
12/4/2012,SAGITTARIUS : The infuence of powerful mercury will help you make progresses. This is a wondeful phase to lauch yourself.,Sagittarius,121
12/4/2012,CAPRICORN : You are on the right side. All the money-making activities will prove fruitful for you. Luck favors the brave.,Capricorn,122
12/4/2012,AQUARIUS : Quite a day for artistic people. It?s a holiday time as well. But avoid getting trapped in financial squeezes.,Aquarius,121
12/4/2012,PISCES : Favorable period for those who belong to electronics and gadget industries. A vibrant but quite a busy day for you.,Pisces,124
12/5/2012,ARIES : Achieving goals should be easy on this high energy day and others will be inspired by your vigour and enthusiasm. ,Aries,125
12/5/2012,TAURUS : If you feel you may be in danger don't take any chances. Go according to the intuitions and follow your heart today.,Taurus,126
12/5/2012,GEMINI : ÿGood times are the perfect antidote for troubled times so forget your cares and enjoy the love and laughter in your life.,Gemini,135
12/5/2012,CANCER : You could be the victim of friendly fire in the office so keep your eyes and ears open. Beware or someone may misrepresent you.,Cancer,140
12/5/2012,LEO : There are several inhibiting factors at work and you will have to cross through all of them. You are blessed so do not worry.,Leo,131
12/5/2012,VIRGO : You may have functions like marriages in your family. Communication lies in your sector. You are going to impress everyone.,Virgo,131
12/5/2012,LIBRA : There may be collaborations and ties personally or professionally. You will be loaded with responsibilities at your work today.,Libra,136
12/5/2012,SCORPIO : Your curiosity and the ability to learn something new will lead you to take over some new projects at the work fronts. ,Scorpio,129
12/5/2012,SAGITTARIUS : Loans and investments will be your priorities. You are making progress at steady pace and are making sensible investments.,Sagittarius,136
12/5/2012,CAPRICORN : There are many domestic demands. You may have to deal with marital funds shared resources inheritance wills and family accounts.,Capricorn,143
12/5/2012,AQUARIUS : You have self belief and confidence and that will help you to grow in your job. Your determination to success is impeccable.,Aquarius,135
12/5/2012,PISCES : There is a new intensity and new directions. You only need to be alert enough to grab the opprtunities that comes your way.,Pisces,132
12/6/2012,ARIES : ÿIt's hard to be good especially when everyone else seems to be having a jolly time. A financial opportunity could flow your way. ,Aries,140
12/6/2012,TAURUS : You may feel somewhat awkward and out of place at a social function today. Everyone will be charmed by you today.,Taurus,122
12/6/2012,GEMINI : Ask yourself where you've been and where you want to be.ÿThere is a profound sense of relief mixed with pain. ,Gemini,121
12/6/2012,CANCER : Everyone needs to spend a little time with someone who won't judge them. Little tea and sympathy with someone will be nice. ,Cancer,135
12/6/2012,LEO : Every moment in life differs from another. So if it is a bad time for you don't get disheartened. A beautiful dawn is awaiting you.,Leo,138
12/6/2012,VIRGO : You are good at negotiations. You will make a positive impression on people you meet. Chances of work- related travel.,Virgo,126
12/6/2012,LIBRA : Avoid risk - taking travelling. You need to handle the challenges with purpose.  Your future ambitions depend on them.,Libra,126
12/6/2012,SCORPIO : You may think to visit some places where you can find peace of mind. You may also visit spa or a resort for rejuvenation.,Scorpio,132
12/6/2012,SAGITTARIUS : You are busy spending money on professional needs. Look around you your personal fronts need some expenses too.,Sagittarius,126
12/6/2012,CAPRICORN : You wish to put down your feet today. Its not that you feel tired today but you just want break to relax for now.,Capricorn,125
12/6/2012,AQUARIUS : You may feel loved and cherished today. You will be appreciated for your efforts today and will be understood as an individual.,Aquarius,138
12/6/2012,PISCES : You may use free time for rest relaxation or health care. Relationships are pleasant. There is happiness and only happiness for you.,Pisces,142
